question_id,related_question_id,related_comment_id,jaccard_distance,length_difference,cosine_similarity,w2v_cosine_similarity,relevance
Q297,Q297_R17,Q297_R17_C10,0.918,40,0.927,0.384,Bad
Q297,Q297_R22,Q297_R22_C1,0.9,93,0.946,0.377,Good
Q297,Q297_R22,Q297_R22_C2,0.818,10,0.973,0.609,Bad
Q297,Q297_R22,Q297_R22_C3,0.862,165,0.923,0.599,Bad
Q297,Q297_R22,Q297_R22_C4,0.909,120,0.931,0.216,Good
Q297,Q297_R22,Q297_R22_C5,0.954,146,0.884,0.317,PotentiallyUseful
Q297,Q297_R22,Q297_R22_C6,0.922,224,0.759,0.43,Good
Q297,Q297_R22,Q297_R22_C7,0.912,203,0.903,0.354,Good
Q297,Q297_R22,Q297_R22_C8,0.942,63,0.792,0.161,Good
Q297,Q297_R22,Q297_R22_C9,0.912,119,0.933,0.471,Bad
Q297,Q297_R22,Q297_R22_C10,0.983,172,0.851,0.294,PotentiallyUseful
Q297,Q297_R31,Q297_R31_C1,0.946,277,0.924,0.459,Bad
Q297,Q297_R31,Q297_R31_C2,0.855,252,0.947,0.62,Bad
Q297,Q297_R31,Q297_R31_C3,0.907,284,0.916,0.617,Bad
Q297,Q297_R31,Q297_R31_C4,0.703,156,0.973,0.764,Bad
Q297,Q297_R31,Q297_R31_C5,0.925,273,0.925,0.435,PotentiallyUseful
Q297,Q297_R31,Q297_R31_C6,0.864,197,0.952,0.513,Bad
Q297,Q297_R31,Q297_R31_C7,0.983,285,0.923,0.416,Bad
Q297,Q297_R31,Q297_R31_C8,0.909,199,0.969,0.44,Good
Q297,Q297_R31,Q297_R31_C9,0.929,172,0.946,0.538,Bad
Q297,Q297_R31,Q297_R31_C10,0.857,200,0.963,0.57,Bad
Q297,Q297_R32,Q297_R32_C1,0.867,6,0.94,0.766,Bad
Q297,Q297_R32,Q297_R32_C2,1.0,23,0.82,0.249,Bad
Q297,Q297_R32,Q297_R32_C3,1.0,51,0.842,0.434,PotentiallyUseful
Q297,Q297_R32,Q297_R32_C4,0.81,35,0.87,0.585,Good
Q297,Q297_R32,Q297_R32_C5,0.934,356,0.852,0.34,PotentiallyUseful
Q297,Q297_R32,Q297_R32_C6,0.968,76,0.824,0.277,Bad
Q297,Q297_R32,Q297_R32_C7,0.955,33,0.789,0.177,Good
Q297,Q297_R32,Q297_R32_C8,0.966,64,0.811,0.354,Good
Q297,Q297_R32,Q297_R32_C9,0.957,953,0.874,0.417,Good
Q297,Q297_R32,Q297_R32_C10,0.833,11,0.768,0.424,Bad
Q297,Q297_R33,Q297_R33_C1,0.939,134,0.858,0.103,PotentiallyUseful
Q297,Q297_R33,Q297_R33_C2,0.91,6,0.952,0.314,Good
Q297,Q297_R33,Q297_R33_C3,0.964,97,0.935,0.251,Bad
Q297,Q297_R33,Q297_R33_C4,0.917,55,0.941,0.235,Good
Q297,Q297_R33,Q297_R33_C5,0.98,75,0.576,0.005,PotentiallyUseful
Q297,Q297_R33,Q297_R33_C6,0.907,315,0.961,0.338,Good
Q297,Q297_R33,Q297_R33_C7,0.94,796,0.966,0.113,Good
Q297,Q297_R33,Q297_R33_C8,0.924,171,0.948,0.096,Good
Q297,Q297_R33,Q297_R33_C9,0.894,6,0.937,0.139,Bad
Q297,Q297_R33,Q297_R33_C10,0.913,804,0.973,0.328,Good
Q297,Q297_R39,Q297_R39_C1,0.843,61,0.959,0.557,Good
Q297,Q297_R39,Q297_R39_C2,0.958,211,0.936,0.552,Good
Q297,Q297_R39,Q297_R39_C3,0.91,220,0.922,0.417,Bad
Q297,Q297_R39,Q297_R39_C4,0.827,128,0.963,0.57,Bad
Q297,Q297_R39,Q297_R39_C5,0.879,31,0.943,0.459,PotentiallyUseful
Q297,Q297_R39,Q297_R39_C6,0.849,259,0.962,0.495,Good
Q297,Q297_R39,Q297_R39_C7,0.871,54,0.966,0.562,Good
Q297,Q297_R39,Q297_R39_C8,0.929,200,0.945,0.513,Good
Q297,Q297_R39,Q297_R39_C9,0.867,85,0.966,0.662,Good
Q297,Q297_R39,Q297_R39_C10,0.946,284,0.615,0.159,Bad
Q297,Q297_R43,Q297_R43_C1,0.966,18,0.873,0.067,Good
Q297,Q297_R43,Q297_R43_C2,0.968,144,0.893,0.033,Bad
Q297,Q297_R43,Q297_R43_C3,1.0,141,0.725,0.06,PotentiallyUseful
Q297,Q297_R43,Q297_R43_C4,1.0,141,0.725,0.06,PotentiallyUseful
Q297,Q297_R43,Q297_R43_C5,0.946,9,0.913,0.309,PotentiallyUseful
Q297,Q297_R43,Q297_R43_C6,0.936,55,0.909,0.102,Bad
Q297,Q297_R43,Q297_R43_C7,0.922,348,0.949,0.274,PotentiallyUseful
Q297,Q297_R43,Q297_R43_C8,0.943,111,0.84,-0.021,Bad
Q297,Q297_R43,Q297_R43_C9,0.967,149,0.856,0.134,Bad
Q297,Q297_R43,Q297_R43_C10,0.958,41,0.877,0.033,Good
Q297,Q297_R48,Q297_R48_C1,0.962,45,0.879,0.15,Bad
Q297,Q297_R48,Q297_R48_C2,0.957,40,0.597,0.302,Bad
Q297,Q297_R48,Q297_R48_C3,1.0,22,0.781,-0.003,Good
Q297,Q297_R48,Q297_R48_C4,1.0,7,0.778,0.288,Good
Q297,Q297_R48,Q297_R48_C5,0.967,76,0.874,0.425,Good
Q297,Q297_R48,Q297_R48_C6,1.0,69,0.694,0.095,Bad
Q297,Q297_R48,Q297_R48_C7,0.971,105,0.821,0.21,Bad
Q297,Q297_R48,Q297_R48_C8,0.955,45,0.531,0.294,Bad
Q297,Q297_R48,Q297_R48_C9,0.963,56,0.754,0.288,Bad
Q297,Q297_R48,Q297_R48_C10,0.947,3,0.789,-0.04,Bad
Q297,Q297_R56,Q297_R56_C1,0.87,121,0.969,0.468,Good
Q297,Q297_R56,Q297_R56_C2,0.893,649,0.944,0.238,Good
Q297,Q297_R56,Q297_R56_C3,0.967,189,0.918,0.397,Bad
Q297,Q297_R56,Q297_R56_C4,0.983,170,0.873,0.151,Bad
Q297,Q297_R56,Q297_R56_C5,0.983,195,0.827,0.245,PotentiallyUseful
Q297,Q297_R56,Q297_R56_C6,0.815,197,0.968,0.567,Good
Q297,Q297_R56,Q297_R56_C7,0.953,159,0.911,0.357,PotentiallyUseful
Q297,Q297_R56,Q297_R56_C8,0.967,174,0.918,0.504,PotentiallyUseful
Q297,Q297_R56,Q297_R56_C9,0.982,154,0.831,0.052,PotentiallyUseful
Q297,Q297_R56,Q297_R56_C10,0.858,302,0.967,0.392,PotentiallyUseful
Q298,Q298_R5,Q298_R5_C1,0.882,153,0.95,0.443,Good
Q298,Q298_R5,Q298_R5_C2,0.904,181,0.938,0.35,Good
Q298,Q298_R5,Q298_R5_C3,0.9,258,0.927,0.208,Bad
Q298,Q298_R5,Q298_R5_C4,0.91,342,0.911,0.371,Bad
Q298,Q298_R5,Q298_R5_C5,0.872,1,0.954,0.254,Bad
Q298,Q298_R5,Q298_R5_C6,0.837,218,0.976,0.411,Good
Q298,Q298_R5,Q298_R5_C7,0.861,33,0.968,0.282,PotentiallyUseful
Q298,Q298_R5,Q298_R5_C8,0.87,132,0.938,0.496,Good
Q298,Q298_R5,Q298_R5_C9,0.882,180,0.968,0.3,PotentiallyUseful
Q298,Q298_R5,Q298_R5_C10,0.898,145,0.948,0.37,Bad
Q298,Q298_R7,Q298_R7_C1,0.875,16,0.918,0.448,Good
Q298,Q298_R7,Q298_R7_C2,0.963,53,0.821,0.298,Bad
Q298,Q298_R7,Q298_R7_C3,0.96,34,0.744,0.097,Good
Q298,Q298_R7,Q298_R7_C4,0.958,66,0.894,0.402,Good
Q298,Q298_R7,Q298_R7_C5,1.0,26,0.802,0.445,PotentiallyUseful
Q298,Q298_R7,Q298_R7_C6,0.947,20,0.862,0.321,Good
Q298,Q298_R7,Q298_R7_C7,1.0,47,0.817,0.078,Bad
Q298,Q298_R7,Q298_R7_C8,1.0,7,0.781,0.06,Bad
Q298,Q298_R7,Q298_R7_C9,1.0,66,0.877,0.333,Bad
Q298,Q298_R7,Q298_R7_C10,0.952,170,0.93,0.54,Bad
Q298,Q298_R20,Q298_R20_C1,0.94,6,0.889,0.162,Good
Q298,Q298_R20,Q298_R20_C2,0.923,74,0.938,0.381,Bad
Q298,Q298_R20,Q298_R20_C3,1.0,115,0.83,0.021,Good
Q298,Q298_R20,Q298_R20_C4,0.884,35,0.878,0.316,Good
Q298,Q298_R20,Q298_R20_C5,0.971,111,0.793,0.015,Bad
Q298,Q298_R20,Q298_R20_C6,0.93,57,0.865,0.167,Bad
Q298,Q298_R20,Q298_R20_C7,1.0,150,0.346,-0.045,Bad
Q298,Q298_R20,Q298_R20_C8,0.933,0,0.676,0.174,Bad
Q298,Q298_R20,Q298_R20_C9,0.977,48,0.779,0.014,Bad
Q298,Q298_R20,Q298_R20_C10,1.0,137,0.675,0.235,Bad
Q298,Q298_R32,Q298_R32_C1,0.979,179,0.487,-0.077,Good
Q298,Q298_R32,Q298_R32_C2,1.0,100,0.828,0.192,Good
Q298,Q298_R32,Q298_R32_C3,0.912,13,0.701,0.432,Good
Q298,Q298_R32,Q298_R32_C4,0.957,31,0.927,0.348,Good
Q298,Q298_R32,Q298_R32_C5,0.886,166,0.776,0.342,Good
Q298,Q298_R32,Q298_R32_C6,1.0,181,0.711,0.197,Good
Q298,Q298_R32,Q298_R32_C7,0.98,178,0.884,0.309,Good
Q298,Q298_R32,Q298_R32_C8,0.894,658,0.941,0.327,PotentiallyUseful
Q298,Q298_R32,Q298_R32_C9,0.88,48,0.958,0.472,Good
Q298,Q298_R32,Q298_R32_C10,0.979,176,0.886,0.326,Good
Q298,Q298_R45,Q298_R45_C1,0.755,51,0.96,0.36,PotentiallyUseful
Q298,Q298_R45,Q298_R45_C2,0.935,308,0.868,0.468,Bad
Q298,Q298_R45,Q298_R45_C3,0.885,305,0.952,0.16,PotentiallyUseful
Q298,Q298_R45,Q298_R45_C4,0.897,197,0.945,0.155,PotentiallyUseful
Q298,Q298_R45,Q298_R45_C5,0.938,294,0.787,0.226,Bad
Q298,Q298_R45,Q298_R45_C6,0.872,72,0.953,0.435,PotentiallyUseful
Q298,Q298_R45,Q298_R45_C7,0.984,331,0.707,0.139,Bad
Q298,Q298_R45,Q298_R45_C8,0.935,229,0.884,0.306,Bad
Q298,Q298_R45,Q298_R45_C9,0.864,167,0.949,0.509,Bad
Q298,Q298_R45,Q298_R45_C10,0.958,251,0.917,0.215,PotentiallyUseful
Q298,Q298_R47,Q298_R47_C1,0.833,1,0.97,0.433,Good
Q298,Q298_R47,Q298_R47_C2,0.807,175,0.971,0.54,Good
Q298,Q298_R47,Q298_R47_C3,0.828,23,0.977,0.538,Good
Q298,Q298_R47,Q298_R47_C4,0.89,252,0.945,0.349,Bad
Q298,Q298_R47,Q298_R47_C5,0.886,215,0.952,0.389,PotentiallyUseful
Q298,Q298_R47,Q298_R47_C6,0.832,43,0.956,0.286,PotentiallyUseful
Q298,Q298_R47,Q298_R47_C7,0.852,31,0.98,0.6,Good
Q298,Q298_R47,Q298_R47_C8,0.882,246,0.948,0.145,Bad
Q298,Q298_R47,Q298_R47_C9,0.814,277,0.985,0.676,Good
Q298,Q298_R47,Q298_R47_C10,0.866,380,0.981,0.512,Good
Q298,Q298_R48,Q298_R48_C1,0.902,80,0.927,0.493,Bad
Q298,Q298_R48,Q298_R48_C2,0.843,18,0.951,0.378,PotentiallyUseful
Q298,Q298_R48,Q298_R48_C3,0.976,90,0.875,0.106,Bad
Q298,Q298_R48,Q298_R48_C4,0.929,75,0.904,0.163,Bad
Q298,Q298_R48,Q298_R48_C5,0.925,234,0.948,0.271,PotentiallyUseful
Q298,Q298_R48,Q298_R48_C6,0.944,110,0.909,0.488,Bad
Q298,Q298_R48,Q298_R48_C7,0.933,38,0.911,0.288,Bad
Q298,Q298_R48,Q298_R48_C8,0.941,108,0.75,0.333,Bad
Q298,Q298_R48,Q298_R48_C9,0.877,91,0.948,0.406,Bad
Q298,Q298_R48,Q298_R48_C10,0.975,87,0.885,0.009,Bad
Q298,Q298_R53,Q298_R53_C1,0.938,327,0.939,0.299,Bad
Q298,Q298_R53,Q298_R53_C2,0.896,325,0.92,0.242,Good
Q298,Q298_R53,Q298_R53_C3,0.872,187,0.94,0.513,Good
Q298,Q298_R53,Q298_R53_C4,0.914,364,0.887,0.371,Bad
Q298,Q298_R53,Q298_R53_C5,0.871,403,0.972,0.55,Good
Q298,Q298_R53,Q298_R53_C6,0.81,308,0.936,0.668,Good
Q298,Q298_R53,Q298_R53_C7,0.775,209,0.946,0.62,Bad
Q298,Q298_R53,Q298_R53_C8,0.923,328,0.927,0.222,Bad
Q298,Q298_R53,Q298_R53_C9,0.857,239,0.944,0.528,Good
Q298,Q298_R53,Q298_R53_C10,0.867,172,0.953,0.413,Good
Q298,Q298_R54,Q298_R54_C1,0.906,50,0.94,0.392,PotentiallyUseful
Q298,Q298_R54,Q298_R54_C2,1.0,170,0.799,0.218,Bad
Q298,Q298_R54,Q298_R54_C3,0.973,165,0.839,0.168,Bad
Q298,Q298_R54,Q298_R54_C4,0.919,146,0.869,0.264,Bad
Q298,Q298_R54,Q298_R54_C5,0.935,109,0.894,0.337,Bad
Q298,Q298_R54,Q298_R54_C6,0.938,94,0.904,0.169,Bad
Q298,Q298_R54,Q298_R54_C7,0.976,132,0.855,0.168,Bad
Q298,Q298_R54,Q298_R54_C8,0.895,143,0.859,0.288,Bad
Q298,Q298_R54,Q298_R54_C9,1.0,167,0.612,-0.152,Bad
Q298,Q298_R54,Q298_R54_C10,0.917,98,0.917,0.37,Bad
Q298,Q298_R62,Q298_R62_C1,0.917,29,0.925,0.544,Good
Q298,Q298_R62,Q298_R62_C2,0.984,110,0.803,0.055,Bad
Q298,Q298_R62,Q298_R62_C3,0.966,89,0.89,0.277,Bad
Q298,Q298_R62,Q298_R62_C4,0.963,73,0.561,0.061,Bad
Q298,Q298_R62,Q298_R62_C5,0.905,33,0.897,0.356,PotentiallyUseful
Q298,Q298_R62,Q298_R62_C6,0.978,32,0.863,0.173,PotentiallyUseful
Q298,Q298_R62,Q298_R62_C7,0.987,234,0.877,0.112,Good
Q298,Q298_R62,Q298_R62_C8,0.944,255,0.917,0.332,Good
Q298,Q298_R62,Q298_R62_C9,0.967,877,0.852,0.032,PotentiallyUseful
Q298,Q298_R62,Q298_R62_C10,0.966,79,0.903,0.36,Good
Q299,Q299_R4,Q299_R4_C1,0.952,91,0.605,0.045,Good
Q299,Q299_R4,Q299_R4_C2,1.0,17,0.567,0.17,Bad
Q299,Q299_R4,Q299_R4_C3,0.909,53,0.795,0.166,Bad
Q299,Q299_R4,Q299_R4_C4,0.909,33,0.694,0.248,Bad
Q299,Q299_R4,Q299_R4_C5,0.929,59,0.614,0.206,Bad
Q299,Q299_R4,Q299_R4_C6,1.0,39,0.611,0.016,Bad
Q299,Q299_R4,Q299_R4_C7,1.0,1,0.772,0.233,Bad
Q299,Q299_R4,Q299_R4_C8,0.955,130,0.69,0.246,PotentiallyUseful
Q299,Q299_R4,Q299_R4_C9,1.0,11,0.679,0.118,Bad
Q299,Q299_R4,Q299_R4_C10,1.0,40,0.733,0.116,Good
Q299,Q299_R5,Q299_R5_C1,0.959,164,0.918,0.171,Good
Q299,Q299_R5,Q299_R5_C2,0.839,157,0.943,0.482,Bad
Q299,Q299_R5,Q299_R5_C3,0.911,55,0.945,0.409,Good
Q299,Q299_R5,Q299_R5_C4,0.982,34,0.905,-0.023,PotentiallyUseful
Q299,Q299_R5,Q299_R5_C5,0.933,29,0.937,0.536,Good
Q299,Q299_R5,Q299_R5_C6,0.948,12,0.935,0.587,PotentiallyUseful
Q299,Q299_R5,Q299_R5_C7,0.906,71,0.943,0.546,Bad
Q299,Q299_R5,Q299_R5_C8,0.824,53,0.973,0.736,Bad
Q299,Q299_R5,Q299_R5_C9,0.882,262,0.927,0.492,Good
Q299,Q299_R5,Q299_R5_C10,0.944,67,0.938,0.409,Bad
Q299,Q299_R6,Q299_R6_C1,0.909,224,0.838,0.268,Good
Q299,Q299_R6,Q299_R6_C2,1.0,8,0.687,0.246,Bad
Q299,Q299_R6,Q299_R6_C3,0.917,10,0.715,0.148,Good
Q299,Q299_R6,Q299_R6_C4,0.923,157,0.837,0.271,Bad
Q299,Q299_R6,Q299_R6_C5,0.953,124,0.843,0.071,Good
Q299,Q299_R6,Q299_R6_C6,1.0,8,0.683,0.102,Bad
Q299,Q299_R6,Q299_R6_C7,0.914,135,0.86,0.236,Bad
Q299,Q299_R6,Q299_R6_C8,0.974,144,0.918,0.208,Bad
Q299,Q299_R6,Q299_R6_C9,1.0,43,0.829,0.103,Bad
Q299,Q299_R6,Q299_R6_C10,0.935,74,0.857,0.183,Good
Q299,Q299_R8,Q299_R8_C1,0.887,22,0.915,0.147,Bad
Q299,Q299_R8,Q299_R8_C2,0.971,105,0.854,0.174,Bad
Q299,Q299_R8,Q299_R8_C3,0.95,84,0.858,-0.055,Bad
Q299,Q299_R8,Q299_R8_C4,0.941,856,0.952,0.148,Good
Q299,Q299_R8,Q299_R8_C5,0.938,93,0.921,0.089,Bad
Q299,Q299_R8,Q299_R8_C6,0.944,86,0.89,-0.088,Bad
Q299,Q299_R8,Q299_R8_C7,1.0,27,0.875,0.064,PotentiallyUseful
Q299,Q299_R8,Q299_R8_C8,1.0,75,0.657,-0.002,Bad
Q299,Q299_R8,Q299_R8_C9,0.97,111,0.687,-0.137,Bad
Q299,Q299_R8,Q299_R8_C10,1.0,67,0.864,0.1,Bad
Q299,Q299_R15,Q299_R15_C1,0.843,149,0.964,0.638,Good
Q299,Q299_R15,Q299_R15_C2,0.904,287,0.927,0.497,Bad
Q299,Q299_R15,Q299_R15_C3,0.839,244,0.95,0.599,PotentiallyUseful
Q299,Q299_R15,Q299_R15_C4,0.836,175,0.949,0.555,Good
Q299,Q299_R15,Q299_R15_C5,0.873,97,0.961,0.535,PotentiallyUseful
Q299,Q299_R15,Q299_R15_C6,0.908,176,0.923,0.206,Bad
Q299,Q299_R15,Q299_R15_C7,0.823,11,0.964,0.639,PotentiallyUseful
Q299,Q299_R15,Q299_R15_C8,0.983,255,0.916,0.447,Bad
Q299,Q299_R15,Q299_R15_C9,0.795,70,0.981,0.614,PotentiallyUseful
Q299,Q299_R15,Q299_R15_C10,0.872,116,0.964,0.6,PotentiallyUseful
Q299,Q299_R18,Q299_R18_C1,0.946,142,0.931,0.517,Good
Q299,Q299_R18,Q299_R18_C2,0.907,168,0.944,0.669,Good
Q299,Q299_R18,Q299_R18_C3,1.0,31,0.886,0.579,Bad
Q299,Q299_R18,Q299_R18_C4,1.0,23,0.609,0.002,Bad
Q299,Q299_R18,Q299_R18_C5,0.963,27,0.896,0.15,Bad
Q299,Q299_R18,Q299_R18_C6,0.905,14,0.927,0.669,Bad
Q299,Q299_R18,Q299_R18_C7,0.913,1,0.931,0.517,Bad
Q299,Q299_R18,Q299_R18_C8,1.0,11,0.925,0.64,Bad
Q299,Q299_R18,Q299_R18_C9,1.0,1,0.892,0.547,PotentiallyUseful
Q299,Q299_R18,Q299_R18_C10,0.885,43,0.935,0.397,Bad
Q299,Q299_R23,Q299_R23_C1,0.839,219,0.968,0.657,Good
Q299,Q299_R23,Q299_R23_C2,0.883,264,0.973,0.535,PotentiallyUseful
Q299,Q299_R23,Q299_R23_C3,0.84,182,0.98,0.551,PotentiallyUseful
Q299,Q299_R23,Q299_R23_C4,0.887,282,0.962,0.353,Bad
Q299,Q299_R23,Q299_R23_C5,0.872,257,0.958,0.474,Bad
Q299,Q299_R23,Q299_R23_C6,0.849,22,0.982,0.573,Bad
Q299,Q299_R23,Q299_R23_C7,0.89,212,0.957,0.505,Bad
Q299,Q299_R23,Q299_R23_C8,0.955,358,0.942,0.356,Bad
Q299,Q299_R23,Q299_R23_C9,0.896,160,0.954,0.491,Bad
Q299,Q299_R23,Q299_R23_C10,0.952,374,0.948,0.42,Bad
Q299,Q299_R37,Q299_R37_C1,0.877,156,0.968,0.403,Good
Q299,Q299_R37,Q299_R37_C2,0.934,273,0.942,0.199,Good
Q299,Q299_R37,Q299_R37_C3,0.879,75,0.973,0.455,Good
Q299,Q299_R37,Q299_R37_C4,0.846,91,0.945,0.234,Good
Q299,Q299_R37,Q299_R37_C5,0.857,127,0.959,0.216,Good
Q299,Q299_R37,Q299_R37_C6,0.939,244,0.946,0.25,Bad
Q299,Q299_R37,Q299_R37_C7,0.796,422,0.968,0.354,Good
Q299,Q299_R37,Q299_R37_C8,0.985,346,0.71,0.134,Bad
Q299,Q299_R37,Q299_R37_C9,0.816,135,0.971,0.566,Bad
Q299,Q299_R37,Q299_R37_C10,0.864,177,0.931,0.177,Good
Q299,Q299_R38,Q299_R38_C1,0.821,75,0.961,0.551,PotentiallyUseful
Q299,Q299_R38,Q299_R38_C2,0.875,587,0.957,0.251,Good
Q299,Q299_R38,Q299_R38_C3,0.75,154,0.948,0.654,Bad
Q299,Q299_R38,Q299_R38_C4,0.806,87,0.968,0.604,Bad
Q299,Q299_R38,Q299_R38_C5,0.929,148,0.911,0.233,Bad
Q299,Q299_R38,Q299_R38_C6,0.896,169,0.904,0.467,Bad
Q299,Q299_R38,Q299_R38_C7,0.923,84,0.943,0.371,Bad
Q299,Q299_R38,Q299_R38_C8,0.921,240,0.954,0.38,Bad
Q299,Q299_R38,Q299_R38_C9,0.974,11,0.897,0.299,Bad
Q299,Q299_R38,Q299_R38_C10,0.962,179,0.906,0.401,Bad
Q299,Q299_R40,Q299_R40_C1,0.923,54,0.781,0.194,Bad
Q299,Q299_R40,Q299_R40_C2,1.0,67,0.61,-0.061,Good
Q299,Q299_R40,Q299_R40_C3,0.963,53,0.762,0.139,Bad
Q299,Q299_R40,Q299_R40_C4,1.0,51,0.661,-0.001,Good
Q299,Q299_R40,Q299_R40_C5,0.967,45,0.868,0.157,Bad
Q299,Q299_R40,Q299_R40_C6,1.0,63,0.752,0.14,Bad
Q299,Q299_R40,Q299_R40_C7,0.96,61,0.793,0.072,Bad
Q299,Q299_R40,Q299_R40_C8,0.957,40,0.834,0.142,Good
Q299,Q299_R40,Q299_R40_C9,0.946,4,0.892,0.196,Bad
Q299,Q299_R40,Q299_R40_C10,0.944,103,0.894,0.203,Bad
Q300,Q300_R18,Q300_R18_C1,0.925,318,0.868,0.236,Bad
Q300,Q300_R18,Q300_R18_C2,0.955,164,0.856,0.23,Good
Q300,Q300_R18,Q300_R18_C3,0.776,125,0.961,0.636,Bad
Q300,Q300_R18,Q300_R18_C4,0.934,268,0.885,0.072,Bad
Q300,Q300_R18,Q300_R18_C5,0.897,275,0.929,0.417,Good
Q300,Q300_R18,Q300_R18_C6,0.933,268,0.9,0.444,Good
Q300,Q300_R18,Q300_R18_C7,0.931,287,0.875,0.36,Bad
Q300,Q300_R18,Q300_R18_C8,0.846,62,0.915,0.496,Good
Q300,Q300_R18,Q300_R18_C9,0.875,164,0.95,0.431,Bad
Q300,Q300_R18,Q300_R18_C10,0.944,219,0.921,0.147,Bad
Q300,Q300_R23,Q300_R23_C1,0.9,270,0.933,0.681,Good
Q300,Q300_R23,Q300_R23_C2,0.971,325,0.907,0.566,Good
Q300,Q300_R23,Q300_R23_C3,0.972,306,0.895,0.542,Good
Q300,Q300_R23,Q300_R23_C4,0.929,310,0.924,0.724,Good
Q300,Q300_R23,Q300_R23_C5,0.847,98,0.97,0.646,Good
Q300,Q300_R23,Q300_R23_C6,0.915,195,0.956,0.612,PotentiallyUseful
Q300,Q300_R23,Q300_R23_C7,0.856,22,0.95,0.675,Good
Q300,Q300_R23,Q300_R23_C8,0.855,66,0.952,0.655,Good
Q300,Q300_R23,Q300_R23_C9,0.888,215,0.971,0.624,Good
Q300,Q300_R23,Q300_R23_C10,0.938,242,0.952,0.589,PotentiallyUseful
Q300,Q300_R30,Q300_R30_C1,0.853,295,0.962,0.467,Good
Q300,Q300_R30,Q300_R30_C2,0.895,184,0.971,0.459,PotentiallyUseful
Q300,Q300_R30,Q300_R30_C3,0.894,130,0.943,0.502,Bad
Q300,Q300_R30,Q300_R30_C4,0.836,218,0.964,0.486,Bad
Q300,Q300_R30,Q300_R30_C5,0.843,28,0.967,0.532,PotentiallyUseful
Q300,Q300_R30,Q300_R30_C6,0.86,52,0.947,0.533,Good
Q300,Q300_R30,Q300_R30_C7,0.831,78,0.98,0.493,PotentiallyUseful
Q300,Q300_R30,Q300_R30_C8,0.918,584,0.913,0.014,Good
Q300,Q300_R30,Q300_R30_C9,0.857,241,0.976,0.632,Bad
Q300,Q300_R30,Q300_R30_C10,0.847,78,0.977,0.696,PotentiallyUseful
Q300,Q300_R37,Q300_R37_C1,0.87,65,0.961,0.65,Good
Q300,Q300_R37,Q300_R37_C2,0.923,121,0.914,0.548,Bad
Q300,Q300_R37,Q300_R37_C3,0.88,188,0.971,0.615,Good
Q300,Q300_R37,Q300_R37_C4,1.0,89,0.0,0.061,PotentiallyUseful
Q300,Q300_R37,Q300_R37_C5,0.913,43,0.81,-0.009,Bad
Q300,Q300_R37,Q300_R37_C6,0.938,151,0.662,0.194,Bad
Q300,Q300_R37,Q300_R37_C7,0.938,41,0.944,0.556,Bad
Q300,Q300_R37,Q300_R37_C8,0.953,102,0.93,0.573,Bad
Q300,Q300_R37,Q300_R37_C9,0.895,109,0.941,0.686,Bad
Q300,Q300_R37,Q300_R37_C10,0.896,108,0.935,0.424,Bad
Q300,Q300_R41,Q300_R41_C1,1.0,92,0.406,-0.162,Bad
Q300,Q300_R41,Q300_R41_C2,0.964,49,0.818,0.327,Bad
Q300,Q300_R41,Q300_R41_C3,1.0,95,0.53,-0.049,Bad
Q300,Q300_R41,Q300_R41_C4,0.914,4,0.917,0.115,PotentiallyUseful
Q300,Q300_R41,Q300_R41_C5,1.0,54,0.857,0.172,Bad
Q300,Q300_R41,Q300_R41_C6,0.952,87,0.758,0.251,Bad
Q300,Q300_R41,Q300_R41_C7,0.917,61,0.779,0.084,Bad
Q300,Q300_R41,Q300_R41_C8,1.0,81,0.549,-0.047,Bad
Q300,Q300_R41,Q300_R41_C9,0.379,69,0.97,0.815,Bad
Q300,Q300_R41,Q300_R41_C10,0.887,129,0.914,0.397,Bad
Q300,Q300_R49,Q300_R49_C1,0.875,3,0.897,0.318,Good
Q300,Q300_R49,Q300_R49_C2,0.926,77,0.871,0.284,Bad
Q300,Q300_R49,Q300_R49_C3,0.97,37,0.873,0.268,Good
Q300,Q300_R49,Q300_R49_C4,0.966,65,0.835,0.13,Bad
Q300,Q300_R49,Q300_R49_C5,0.862,51,0.943,0.532,PotentiallyUseful
Q300,Q300_R49,Q300_R49_C6,0.926,81,0.876,0.399,Bad
Q300,Q300_R49,Q300_R49_C7,0.889,58,0.927,0.542,Bad
Q300,Q300_R49,Q300_R49_C8,0.917,85,0.815,0.244,Bad
Q300,Q300_R49,Q300_R49_C9,0.917,91,0.842,0.479,Bad
Q300,Q300_R49,Q300_R49_C10,1.0,26,0.91,0.527,Bad
Q300,Q300_R50,Q300_R50_C1,0.902,57,0.937,0.269,Good
Q300,Q300_R50,Q300_R50_C2,0.825,154,0.964,0.379,Good
Q300,Q300_R50,Q300_R50_C3,0.935,189,0.907,0.107,Good
Q300,Q300_R50,Q300_R50_C4,0.962,231,0.796,0.279,Bad
Q300,Q300_R50,Q300_R50_C5,0.924,139,0.939,0.266,Bad
Q300,Q300_R50,Q300_R50_C6,0.804,246,0.978,0.51,Bad
Q300,Q300_R50,Q300_R50_C7,0.915,202,0.924,0.358,Bad
Q300,Q300_R50,Q300_R50_C8,0.89,731,0.95,-0.052,PotentiallyUseful
Q300,Q300_R50,Q300_R50_C9,0.983,221,0.787,-0.002,Bad
Q300,Q300_R50,Q300_R50_C10,0.981,260,0.694,0.11,Bad
