question1_id,related_comment_id,jaccard_distance,length_difference,cosine_similarity,bigram_similarity,w2v_cosine_similarity,relevance
,Q296_R22_C9,0.950,44,0.879,1.000,0.305,1
,Q296_R22_C10,1.000,67,0.784,1.000,0.121,0
,Q296_R26_C1,0.944,40,0.924,1.000,0.527,1
,Q296_R26_C2,0.957,33,0.784,1.000,0.132,0
,Q296_R26_C3,0.933,50,0.944,1.000,0.410,0
,Q296_R26_C4,0.957,292,0.932,1.000,0.356,0
,Q296_R26_C5,0.965,138,0.937,1.000,0.157,1
,Q296_R26_C6,0.942,252,0.932,1.000,0.376,1
,Q296_R26_C7,1.000,47,0.584,1.000,0.033,0
,Q296_R26_C8,0.879,0,0.935,1.000,0.495,1
,Q296_R26_C9,1.000,19,0.809,1.000,0.073,0
,Q296_R26_C10,0.956,74,0.933,1.000,0.321,1
,Q296_R27_C1,1.000,74,0.712,1.000,0.131,0
,Q296_R27_C2,1.000,0,0.878,1.000,0.213,1
,Q296_R27_C3,0.963,32,0.876,1.000,0.251,0
,Q296_R27_C4,1.000,90,0.106,1.000,-0.056,0
,Q296_R27_C5,1.000,60,0.850,1.000,0.139,0
,Q296_R27_C6,0.947,74,0.746,1.000,0.092,0
,Q296_R27_C7,0.938,37,0.587,1.000,0.225,0
,Q296_R27_C8,0.865,16,0.935,1.000,0.304,0
,Q296_R27_C9,0.955,41,0.773,1.000,0.272,1
,Q296_R27_C10,0.968,32,0.800,1.000,0.107,0
,Q296_R45_C1,0.973,12,0.911,1.000,0.353,0
,Q296_R45_C2,0.952,59,0.906,1.000,0.241,0
,Q296_R45_C3,0.977,70,0.869,1.000,0.209,0
,Q296_R45_C4,1.000,56,0.762,1.000,-0.001,0
,Q296_R45_C5,0.898,142,0.937,1.000,0.437,0
,Q296_R45_C6,0.933,20,0.896,1.000,0.492,0
,Q296_R45_C7,0.936,266,0.928,1.000,0.302,0
,Q296_R45_C8,0.955,336,0.872,1.000,0.191,0
,Q296_R45_C9,0.857,202,0.926,1.000,0.400,0
,Q296_R45_C10,0.889,117,0.924,1.000,0.297,0
,Q296_R50_C1,0.946,458,0.917,1.000,0.240,1
,Q296_R50_C2,0.935,112,0.913,1.000,0.199,1
,Q296_R50_C3,0.925,208,0.913,1.000,0.165,0
,Q296_R50_C4,0.954,591,0.946,1.000,0.293,1
,Q296_R50_C5,0.942,751,0.948,0.989,0.354,1
,Q296_R50_C6,0.907,121,0.894,1.000,0.212,1
,Q296_R50_C7,0.939,260,0.892,1.000,0.184,1
,Q296_R50_C8,1.000,89,0.888,1.000,0.235,1
,Q296_R50_C9,0.945,145,0.886,1.000,0.048,0
,Q296_R50_C10,1.000,126,0.881,1.000,0.188,0
,Q296_R51_C1,0.923,40,0.876,1.000,0.452,0
,Q296_R51_C2,0.929,27,0.905,1.000,0.330,0
,Q296_R51_C3,0.840,45,0.928,1.000,0.466,0
,Q296_R51_C4,1.000,68,0.790,1.000,0.176,0
,Q296_R51_C5,0.933,5,0.874,1.000,0.416,0
,Q296_R51_C6,0.968,11,0.840,1.000,-0.005,0
,Q296_R51_C7,0.944,287,0.941,1.000,0.331,0
,Q296_R51_C8,0.952,72,0.687,1.000,-0.034,0
,Q296_R51_C9,0.962,49,0.924,1.000,0.337,0
,Q296_R51_C10,0.917,55,0.904,1.000,0.270,0
,Q296_R52_C1,1.000,52,0.790,1.000,-0.067,0
,Q296_R52_C2,0.935,76,0.920,1.000,0.307,0
,Q296_R52_C3,1.000,83,0.000,1.000,0.140,0
,Q296_R52_C4,0.966,15,0.890,1.000,0.121,0
,Q296_R52_C5,0.960,44,0.889,1.000,0.206,0
,Q296_R52_C6,0.958,57,0.879,1.000,0.209,0
,Q296_R52_C7,0.926,37,0.909,1.000,0.319,0
,Q296_R52_C8,0.957,80,0.922,1.000,0.261,0
,Q296_R52_C9,0.957,112,0.899,1.000,0.345,0
,Q296_R52_C10,0.927,42,0.922,1.000,0.177,0
,Q296_R54_C1,0.926,42,0.849,1.000,0.356,1
,Q296_R54_C2,1.000,68,0.942,1.000,0.301,1
,Q296_R54_C3,0.977,58,0.905,1.000,0.327,1
,Q296_R54_C4,1.000,81,0.000,1.000,-0.058,0
,Q296_R54_C5,1.000,59,0.790,1.000,-0.006,1
,Q296_R54_C6,0.938,15,0.890,1.000,0.262,1
,Q296_R54_C7,0.886,2,0.853,1.000,0.485,0
,Q296_R54_C8,0.963,34,0.884,1.000,0.304,1
,Q296_R54_C9,1.000,42,0.859,1.000,0.158,0
,Q296_R54_C10,0.872,41,0.939,1.000,0.436,1
,Q297_R1_C1,0.971,65,0.909,1.000,0.206,1
,Q297_R1_C2,0.932,183,0.955,1.000,0.377,1
,Q297_R1_C3,0.941,69,0.932,1.000,0.312,1
,Q297_R1_C4,0.906,140,0.921,1.000,0.231,1
,Q297_R1_C5,0.959,1,0.933,1.000,0.308,0
,Q297_R1_C6,0.964,45,0.945,1.000,0.402,1
,Q297_R1_C7,0.910,301,0.955,1.000,0.272,1
,Q297_R1_C8,0.982,68,0.935,1.000,0.184,1
,Q297_R1_C9,0.909,42,0.935,1.000,0.276,1
,Q297_R1_C10,0.893,52,0.942,1.000,0.376,0
,Q297_R17_C1,0.923,56,0.930,1.000,0.390,0
,Q297_R17_C2,0.942,251,0.942,1.000,0.056,0
,Q297_R17_C3,0.902,52,0.931,1.000,0.497,0
,Q297_R17_C4,0.952,711,0.932,1.000,0.254,0
,Q297_R17_C5,0.950,30,0.945,1.000,0.295,0
,Q297_R17_C6,0.913,3,0.906,1.000,0.305,0
,Q297_R17_C7,0.913,3,0.906,1.000,0.305,0
,Q297_R17_C8,0.928,577,0.937,1.000,-0.005,0
,Q297_R17_C9,0.908,169,0.935,1.000,0.254,0
,Q297_R17_C10,0.914,148,0.956,1.000,0.400,0
,Q297_R22_C1,0.964,57,0.936,1.000,0.345,0
,Q297_R22_C2,0.875,140,0.956,0.988,0.639,0
,Q297_R22_C3,0.907,15,0.923,1.000,0.499,0
,Q297_R22_C4,0.918,30,0.860,1.000,0.037,0
,Q297_R22_C5,0.979,4,0.888,1.000,0.241,0
,Q297_R22_C6,0.971,74,0.690,1.000,0.064,0
,Q297_R22_C7,0.925,53,0.927,1.000,0.295,0
,Q297_R22_C8,0.957,213,0.747,1.000,-0.033,0
,Q297_R22_C9,0.900,31,0.960,1.000,0.485,0
,Q297_R22_C10,1.000,22,0.855,1.000,0.200,0
,Q297_R31_C1,0.914,66,0.923,1.000,0.392,0
,Q297_R31_C2,0.865,41,0.931,1.000,0.448,0
,Q297_R31_C3,0.914,73,0.876,1.000,0.405,0
,Q297_R31_C4,0.873,55,0.946,1.000,0.369,0
,Q297_R31_C5,0.909,62,0.908,1.000,0.102,0
,Q297_R31_C6,0.898,14,0.936,1.000,0.387,0
,Q297_R31_C7,0.944,74,0.923,1.000,0.207,0
,Q297_R31_C8,0.935,410,0.935,1.000,0.257,0
,Q297_R31_C9,0.941,39,0.921,1.000,0.310,0
,Q297_R31_C10,0.938,11,0.937,1.000,0.465,0
,Q297_R32_C1,0.867,85,0.870,1.000,0.408,0
,Q297_R32_C2,0.949,56,0.940,1.000,0.221,0
,Q297_R32_C3,0.953,28,0.913,1.000,0.270,0
,Q297_R32_C4,0.895,44,0.910,1.000,0.271,0
,Q297_R32_C5,0.899,277,0.920,1.000,0.157,0
,Q297_R32_C6,0.957,3,0.931,1.000,0.316,0
,Q297_R32_C7,0.974,46,0.860,1.000,0.021,0
,Q297_R32_C8,0.978,15,0.894,1.000,0.084,0
,Q297_R32_C9,0.941,874,0.944,1.000,0.390,0
,Q297_R32_C10,0.973,68,0.854,1.000,0.213,0
,Q297_R33_C1,0.975,55,0.821,1.000,0.167,0
,Q297_R33_C2,0.949,85,0.935,1.000,0.198,0
,Q297_R33_C3,0.978,18,0.889,1.000,0.189,0
,Q297_R33_C4,0.902,134,0.937,1.000,0.113,0
,Q297_R33_C5,0.974,4,0.554,1.000,0.120,0
,Q297_R33_C6,0.897,394,0.938,0.993,0.406,0
,Q297_R33_C7,0.942,875,0.945,1.000,0.149,0
,Q297_R33_C8,0.914,250,0.934,1.000,0.045,0
,Q297_R33_C9,0.931,85,0.924,1.000,0.215,0
,Q297_R33_C10,0.922,883,0.957,1.000,0.234,0
,Q297_R39_C1,0.885,126,0.952,1.000,0.381,0
,Q297_R39_C2,0.956,24,0.938,1.000,0.237,0
,Q297_R39_C3,0.902,33,0.914,1.000,0.426,0
,Q297_R39_C4,0.894,315,0.951,1.000,0.348,0
,Q297_R39_C5,0.912,156,0.943,1.000,0.323,0
,Q297_R39_C6,0.894,446,0.950,0.992,0.264,0
,Q297_R39_C7,0.903,133,0.960,1.000,0.348,0
,Q297_R39_C8,0.956,13,0.914,1.000,0.365,0
,Q297_R39_C9,0.904,272,0.950,1.000,0.250,0
,Q297_R39_C10,1.000,97,0.621,1.000,0.046,0
,Q297_R43_C1,0.966,66,0.912,1.000,-0.009,0
,Q297_R43_C2,0.968,96,0.886,1.000,0.139,0
,Q297_R43_C3,1.000,93,0.733,1.000,0.002,0
,Q297_R43_C4,1.000,93,0.733,1.000,0.002,0
,Q297_R43_C5,0.927,57,0.912,1.000,0.182,0
,Q297_R43_C6,0.913,7,0.932,1.000,0.357,0
,Q297_R43_C7,0.922,396,0.930,1.000,0.108,0
,Q297_R43_C8,0.912,63,0.884,1.000,0.340,0
,Q297_R43_C9,0.967,101,0.866,1.000,0.188,0
,Q297_R43_C10,0.913,7,0.881,1.000,-0.060,0
,Q297_R48_C1,0.951,40,0.836,1.000,0.287,0
,Q297_R48_C2,0.974,45,0.699,1.000,-0.025,0
,Q297_R48_C3,0.966,107,0.803,1.000,0.211,0
,Q297_R48_C4,1.000,92,0.733,1.000,0.034,0
,Q297_R48_C5,0.932,9,0.882,1.000,0.142,0
,Q297_R48_C6,0.946,16,0.804,1.000,0.057,0
,Q297_R48_C7,0.917,20,0.894,1.000,0.107,0
,Q297_R48_C8,0.974,40,0.652,1.000,-0.039,0
,Q297_R48_C9,0.952,29,0.804,1.000,0.143,0
,Q297_R48_C10,0.909,82,0.853,1.000,0.047,0
,Q297_R56_C1,0.941,243,0.924,1.000,0.191,0
,Q297_R56_C2,0.945,771,0.903,1.000,0.022,0
,Q297_R56_C3,0.974,67,0.920,1.000,0.343,0
,Q297_R56_C4,1.000,48,0.865,1.000,0.161,0
,Q297_R56_C5,0.973,73,0.772,1.000,-0.049,0
,Q297_R56_C6,0.883,319,0.963,0.991,0.294,0
,Q297_R56_C7,0.977,37,0.858,1.000,0.159,0
,Q297_R56_C8,0.947,52,0.932,1.000,0.369,0
,Q297_R56_C9,0.977,276,0.791,1.000,-0.097,0
,Q297_R56_C10,0.907,424,0.948,1.000,0.324,0
,Q298_R5_C1,0.921,150,0.878,0.994,0.197,0
,Q298_R5_C2,0.911,178,0.879,1.000,0.250,0
,Q298_R5_C3,0.920,255,0.880,1.000,0.343,0
,Q298_R5_C4,0.904,339,0.867,1.000,0.264,0
,Q298_R5_C5,0.946,2,0.899,1.000,-0.023,0
,Q298_R5_C6,0.899,221,0.924,0.982,0.145,0
,Q298_R5_C7,0.914,30,0.908,0.994,0.155,0
,Q298_R5_C8,0.917,135,0.869,0.995,0.264,0
,Q298_R5_C9,0.921,183,0.892,0.995,0.083,0
,Q298_R5_C10,0.949,142,0.890,1.000,0.061,0
,Q298_R7_C1,0.986,392,0.815,1.000,0.212,1
,Q298_R7_C2,0.962,355,0.841,1.000,0.214,0
,Q298_R7_C3,0.987,374,0.721,1.000,0.261,0
,Q298_R7_C4,0.917,342,0.856,1.000,0.072,0
,Q298_R7_C5,0.984,434,0.655,1.000,0.269,0
,Q298_R7_C6,0.957,388,0.844,1.000,0.121,0
,Q298_R7_C7,0.988,361,0.767,1.000,0.076,0
,Q298_R7_C8,0.985,401,0.802,1.000,0.043,0
,Q298_R7_C9,0.933,342,0.895,1.000,0.278,0
,Q298_R7_C10,0.968,238,0.844,1.000,0.269,0
,Q298_R20_C1,0.977,291,0.860,1.000,0.356,0
,Q298_R20_C2,0.960,359,0.885,1.000,0.415,0
,Q298_R20_C3,0.985,400,0.795,1.000,-0.143,0
,Q298_R20_C4,0.895,320,0.963,0.983,0.529,0
,Q298_R20_C5,0.986,396,0.789,1.000,0.036,0
,Q298_R20_C6,0.907,342,0.954,0.983,0.451,0
,Q298_R20_C7,1.000,435,0.381,1.000,0.009,0
,Q298_R20_C8,0.895,285,0.773,0.975,0.427,0
,Q298_R20_C9,0.873,333,0.817,0.991,0.351,0
,Q298_R20_C10,0.984,422,0.519,1.000,0.211,0
,Q298_R32_C1,0.985,410,0.503,1.000,-0.115,0
,Q298_R32_C2,1.000,331,0.774,1.000,0.270,0
,Q298_R32_C3,0.931,218,0.749,0.985,0.225,0
,Q298_R32_C4,0.966,262,0.874,1.000,0.278,0
,Q298_R32_C5,0.917,65,0.764,1.000,0.127,0
,Q298_R32_C6,0.984,412,0.671,1.000,0.281,0
,Q298_R32_C7,0.985,409,0.833,1.000,0.052,0
,Q298_R32_C8,0.850,427,0.931,0.989,0.207,0
,Q298_R32_C9,0.916,183,0.898,1.000,0.099,0
,Q298_R32_C10,0.954,407,0.837,1.000,0.121,0
,Q298_R45_C1,0.913,39,0.883,0.995,0.381,0
,Q298_R45_C2,0.970,398,0.793,1.000,0.181,0
,Q298_R45_C3,0.879,215,0.942,0.987,0.508,0
,Q298_R45_C4,0.928,287,0.875,1.000,0.338,0
,Q298_R45_C5,0.971,384,0.718,1.000,0.169,0
,Q298_R45_C6,0.855,18,0.949,0.979,0.287,0
,Q298_R45_C7,0.985,421,0.617,1.000,0.018,0
,Q298_R45_C8,0.924,319,0.922,0.983,0.283,0
,Q298_R45_C9,0.895,257,0.898,1.000,0.314,0
,Q298_R45_C10,0.987,341,0.859,1.000,0.364,0
,Q298_R47_C1,0.881,9,0.899,1.000,0.098,0
,Q298_R47_C2,0.918,185,0.886,1.000,0.060,0
,Q298_R47_C3,0.864,33,0.907,1.000,0.268,0
,Q298_R47_C4,0.962,262,0.869,1.000,0.051,0
,Q298_R47_C5,0.958,225,0.865,1.000,0.156,0
,Q298_R47_C6,0.902,53,0.889,1.000,0.139,0
,Q298_R47_C7,0.864,41,0.913,0.988,0.235,0
,Q298_R47_C8,0.911,256,0.904,1.000,0.192,0
,Q298_R47_C9,0.864,267,0.935,0.983,0.220,0
,Q298_R47_C10,0.898,370,0.919,1.000,0.098,0
,Q298_R48_C1,0.932,369,0.869,1.000,0.020,0
,Q298_R48_C2,0.864,271,0.866,0.992,0.045,0
,Q298_R48_C3,0.930,379,0.825,1.000,0.376,0
,Q298_R48_C4,0.932,364,0.841,1.000,0.174,0
,Q298_R48_C5,0.908,55,0.897,1.000,0.191,0
,Q298_R48_C6,0.956,399,0.842,1.000,0.204,0
,Q298_R48_C7,0.948,327,0.833,1.000,0.083,0
,Q298_R48_C8,0.985,397,0.698,1.000,0.024,0
,Q298_R48_C9,0.884,198,0.925,0.993,0.298,0
,Q298_R48_C10,0.943,376,0.832,1.000,-0.003,0
,Q298_R53_C1,0.945,352,0.870,1.000,0.052,0
,Q298_R53_C2,0.907,350,0.865,1.000,0.056,0
,Q298_R53_C3,0.884,212,0.943,0.985,0.118,0
,Q298_R53_C4,0.956,389,0.852,1.000,0.005,0
,Q298_R53_C5,0.893,378,0.894,0.996,0.074,0
,Q298_R53_C6,0.936,333,0.872,1.000,0.139,0
,Q298_R53_C7,0.908,234,0.922,0.985,0.262,0
,Q298_R53_C8,0.960,353,0.886,1.000,0.060,0
,Q298_R53_C9,0.900,264,0.864,0.992,0.285,0
,Q298_R53_C10,0.903,197,0.889,1.000,0.117,0
,Q298_R54_C1,0.925,306,0.884,1.000,0.123,0
,Q298_R54_C2,1.000,426,0.768,1.000,0.122,0
,Q298_R54_C3,0.985,421,0.791,1.000,0.155,0
,Q298_R54_C4,0.970,402,0.835,1.000,0.075,0
,Q298_R54_C5,0.959,365,0.876,0.991,0.146,0
,Q298_R54_C6,0.947,350,0.861,1.000,0.205,0
,Q298_R54_C7,0.986,388,0.828,1.000,0.107,0
,Q298_R54_C8,0.986,399,0.873,1.000,0.229,0
,Q298_R54_C9,1.000,423,0.663,1.000,0.110,0
,Q298_R54_C10,0.933,354,0.854,1.000,0.173,0
,Q298_R62_C1,0.889,347,0.863,0.982,0.136,0
,Q298_R62_C2,0.928,208,0.933,0.980,-0.042,0
,Q298_R62_C3,0.956,407,0.830,1.000,0.174,0
,Q298_R62_C4,0.985,391,0.539,1.000,0.218,0
,Q298_R62_C5,0.952,285,0.863,1.000,0.183,0
,Q298_R62_C6,0.940,286,0.936,0.984,0.106,0
,Q298_R62_C7,0.888,84,0.950,0.982,0.256,0
,Q298_R62_C8,0.895,63,0.926,0.981,0.173,0
,Q298_R62_C9,0.942,559,0.903,1.000,-0.016,0
,Q298_R62_C10,0.971,397,0.879,1.000,0.166,0
,Q299_R4_C1,0.875,71,0.895,1.000,0.455,0
,Q299_R4_C2,1.000,3,0.409,1.000,0.180,0
,Q299_R4_C3,0.938,33,0.824,1.000,0.009,0
,Q299_R4_C4,0.938,13,0.886,1.000,0.571,0
,Q299_R4_C5,0.824,39,0.907,0.950,0.587,0
,Q299_R4_C6,1.000,19,0.904,1.000,0.522,0
,Q299_R4_C7,1.000,21,0.555,1.000,-0.083,0
,Q299_R4_C8,0.923,110,0.874,1.000,0.472,0
,Q299_R4_C9,1.000,9,0.809,1.000,0.450,0
,Q299_R4_C10,1.000,20,0.793,1.000,0.145,0
,Q299_R5_C1,0.943,276,0.898,1.000,0.361,1
,Q299_R5_C2,0.960,269,0.909,1.000,0.396,0
,Q299_R5_C3,0.921,167,0.921,0.979,0.454,1
,Q299_R5_C4,1.000,146,0.863,1.000,0.033,1
,Q299_R5_C5,0.923,83,0.938,1.000,0.614,1
,Q299_R5_C6,0.892,124,0.945,1.000,0.655,1
,Q299_R5_C7,0.914,183,0.925,1.000,0.520,0
,Q299_R5_C8,0.857,165,0.950,0.978,0.723,0
,Q299_R5_C9,0.934,374,0.922,1.000,0.628,1
,Q299_R5_C10,1.000,179,0.910,1.000,0.360,0
,Q299_R6_C1,0.978,236,0.853,1.000,0.176,0
,Q299_R6_C2,1.000,20,0.669,1.000,0.097,0
,Q299_R6_C3,1.000,2,0.693,1.000,0.023,0
,Q299_R6_C4,0.921,169,0.879,1.000,0.114,0
,Q299_R6_C5,0.927,136,0.915,1.000,0.271,0
,Q299_R6_C6,0.941,20,0.661,1.000,-0.000,0
,Q299_R6_C7,0.912,147,0.833,1.000,0.107,0
,Q299_R6_C8,0.946,156,0.951,1.000,0.726,0
,Q299_R6_C9,0.955,55,0.833,1.000,0.298,0
,Q299_R6_C10,0.933,86,0.906,1.000,0.544,0
,Q299_R8_C1,0.886,101,0.929,1.000,0.615,0
,Q299_R8_C2,1.000,18,0.762,1.000,0.350,0
,Q299_R8_C3,1.000,39,0.914,1.000,0.594,0
,Q299_R8_C4,0.971,979,0.855,1.000,-0.209,0
,Q299_R8_C5,0.935,216,0.913,1.000,0.571,0
,Q299_R8_C6,0.941,37,0.821,1.000,0.298,0
,Q299_R8_C7,0.966,96,0.759,1.000,-0.139,0
,Q299_R8_C8,1.000,48,0.640,1.000,-0.090,0
,Q299_R8_C9,1.000,12,0.675,1.000,0.062,0
,Q299_R8_C10,1.000,56,0.898,1.000,0.342,0
,Q299_R15_C1,0.949,143,0.913,1.000,0.626,1
,Q299_R15_C2,0.938,5,0.867,1.000,0.401,0
,Q299_R15_C3,0.958,48,0.905,1.000,0.455,0
,Q299_R15_C4,0.931,117,0.913,1.000,0.575,1
,Q299_R15_C5,0.979,195,0.876,1.000,0.395,1
,Q299_R15_C6,0.967,116,0.870,1.000,0.177,0
,Q299_R15_C7,0.961,303,0.917,1.000,0.545,1
,Q299_R15_C8,0.944,37,0.918,1.000,0.431,0
,Q299_R15_C9,0.933,222,0.891,1.000,0.390,1
,Q299_R15_C10,0.957,176,0.934,1.000,0.556,1
,Q299_R18_C1,0.935,178,0.921,1.000,0.497,0
,Q299_R18_C2,0.940,204,0.927,1.000,0.710,0
,Q299_R18_C3,1.000,5,0.890,1.000,0.529,0
,Q299_R18_C4,1.000,13,0.596,1.000,0.064,0
,Q299_R18_C5,0.900,63,0.919,1.000,0.267,0
,Q299_R18_C6,0.867,22,0.938,1.000,0.689,0
,Q299_R18_C7,0.882,37,0.935,1.000,0.538,0
,Q299_R18_C8,0.947,47,0.925,1.000,0.671,0
,Q299_R18_C9,1.000,35,0.881,1.000,0.459,0
,Q299_R18_C10,0.955,79,0.905,1.000,0.441,0
,Q299_R23_C1,0.955,230,0.901,1.000,0.419,0
,Q299_R23_C2,0.976,185,0.899,1.000,0.295,0
,Q299_R23_C3,0.962,267,0.954,0.984,0.745,0
,Q299_R23_C4,0.981,731,0.876,1.000,0.137,0
,Q299_R23_C5,0.927,192,0.895,1.000,0.607,0
,Q299_R23_C6,0.973,471,0.921,1.000,0.494,0
,Q299_R23_C7,0.979,237,0.882,1.000,0.378,0
,Q299_R23_C8,0.967,91,0.935,1.000,0.565,0
,Q299_R23_C9,0.981,289,0.907,1.000,0.608,0
,Q299_R23_C10,0.917,75,0.924,1.000,0.553,0
,Q299_R37_C1,0.965,486,0.884,1.000,0.166,0
,Q299_R37_C2,1.000,57,0.906,1.000,0.527,0
,Q299_R37_C3,0.940,255,0.908,1.000,0.326,0
,Q299_R37_C4,0.978,239,0.883,1.000,0.319,0
,Q299_R37_C5,0.974,457,0.881,1.000,0.217,0
,Q299_R37_C6,0.964,86,0.897,1.000,0.153,0
,Q299_R37_C7,0.974,752,0.905,1.000,0.266,0
,Q299_R37_C8,0.875,16,0.712,1.000,0.127,0
,Q299_R37_C9,1.000,195,0.893,1.000,0.435,0
,Q299_R37_C10,1.000,153,0.845,1.000,0.117,0
,Q299_R38_C1,0.933,140,0.897,1.000,0.412,0
,Q299_R38_C2,0.983,802,0.908,1.000,0.339,0
,Q299_R38_C3,0.917,61,0.890,1.000,0.469,0
,Q299_R38_C4,0.889,128,0.937,1.000,0.681,0
,Q299_R38_C5,0.986,363,0.899,1.000,0.416,0
,Q299_R38_C6,1.000,46,0.809,1.000,0.257,0
,Q299_R38_C7,0.941,131,0.920,1.000,0.497,0
,Q299_R38_C8,1.000,455,0.917,1.000,0.540,0
,Q299_R38_C9,1.000,204,0.889,1.000,0.421,0
,Q299_R38_C10,1.000,36,0.868,1.000,0.410,0
,Q299_R40_C1,0.846,9,0.815,0.923,0.173,0
,Q299_R40_C2,1.000,4,0.559,1.000,0.005,0
,Q299_R40_C3,1.000,10,0.724,1.000,0.132,0
,Q299_R40_C4,1.000,12,0.590,1.000,-0.059,0
,Q299_R40_C5,1.000,18,0.817,1.000,0.039,0
,Q299_R40_C6,1.000,0,0.776,1.000,0.293,0
,Q299_R40_C7,0.917,2,0.827,1.000,0.205,0
,Q299_R40_C8,0.971,103,0.829,1.000,0.139,0
,Q299_R40_C9,1.000,67,0.865,1.000,0.150,0
,Q299_R40_C10,0.977,166,0.864,1.000,0.178,0
,Q300_R18_C1,0.962,43,0.891,1.000,0.286,0
,Q300_R18_C2,1.000,111,0.904,1.000,0.211,0
,Q300_R18_C3,0.980,150,0.913,1.000,-0.019,0
,Q300_R18_C4,0.971,7,0.921,1.000,0.387,0
,Q300_R18_C5,0.938,0,0.916,1.000,0.189,0
,Q300_R18_C6,1.000,7,0.906,1.000,0.100,0
,Q300_R18_C7,0.968,12,0.878,1.000,0.280,0
,Q300_R18_C8,0.929,213,0.929,1.000,0.225,0
,Q300_R18_C9,0.959,111,0.908,1.000,0.050,0
,Q300_R18_C10,1.000,56,0.912,1.000,0.136,0
,Q300_R23_C1,0.900,17,0.914,1.000,0.352,0
,Q300_R23_C2,0.963,38,0.893,1.000,0.322,0
,Q300_R23_C3,0.966,19,0.872,1.000,0.360,0
,Q300_R23_C4,0.893,23,0.912,1.000,0.190,0
,Q300_R23_C5,0.943,385,0.939,1.000,0.364,0
,Q300_R23_C6,0.902,92,0.927,1.000,0.398,0
,Q300_R23_C7,0.929,309,0.914,1.000,0.316,0
,Q300_R23_C8,0.907,353,0.920,1.000,0.351,0
,Q300_R23_C9,0.971,502,0.946,1.000,0.405,0
,Q300_R23_C10,0.923,45,0.941,1.000,0.397,0
,Q300_R30_C1,0.947,20,0.903,1.000,0.244,0
,Q300_R30_C2,0.964,131,0.911,1.000,0.282,0
,Q300_R30_C3,0.952,185,0.917,1.000,0.235,0
,Q300_R30_C4,0.956,97,0.896,1.000,0.266,0
,Q300_R30_C5,0.961,287,0.934,1.000,0.190,0
,Q300_R30_C6,0.929,263,0.902,1.000,0.232,0
,Q300_R30_C7,0.952,237,0.931,1.000,0.358,0
,Q300_R30_C8,0.979,899,0.902,1.000,-0.104,0
,Q300_R30_C9,0.957,556,0.928,1.000,0.301,0
,Q300_R30_C10,0.966,393,0.935,1.000,0.163,0
,Q300_R37_C1,0.946,14,0.894,1.000,0.329,0
,Q300_R37_C2,1.000,42,0.891,1.000,0.206,0
,Q300_R37_C3,0.987,267,0.917,1.000,0.119,0
,Q300_R37_C4,1.000,10,0.000,1.000,0.022,0
,Q300_R37_C5,0.943,36,0.848,1.000,0.244,0
,Q300_R37_C6,0.950,72,0.771,1.000,0.104,0
,Q300_R37_C7,0.944,38,0.913,1.000,0.383,0
,Q300_R37_C8,0.968,23,0.908,1.000,0.332,0
,Q300_R37_C9,1.000,30,0.850,1.000,0.287,0
,Q300_R37_C10,0.966,187,0.897,1.000,0.234,0
,Q300_R41_C1,1.000,79,0.471,1.000,-0.182,0
,Q300_R41_C2,1.000,36,0.824,1.000,0.234,0
,Q300_R41_C3,1.000,82,0.533,1.000,0.064,0
,Q300_R41_C4,0.912,9,0.927,1.000,0.420,0
,Q300_R41_C5,1.000,41,0.822,1.000,0.268,0
,Q300_R41_C6,1.000,74,0.695,1.000,0.014,0
,Q300_R41_C7,0.913,48,0.776,1.000,-0.083,0
,Q300_R41_C8,1.000,68,0.543,1.000,0.095,0
,Q300_R41_C9,0.930,82,0.909,1.000,0.203,0
,Q300_R41_C10,0.926,142,0.907,1.000,0.144,0
,Q300_R49_C1,0.950,20,0.893,1.000,0.100,0
,Q300_R49_C2,0.960,54,0.790,1.000,0.033,0
,Q300_R49_C3,1.000,14,0.890,1.000,0.207,0
,Q300_R49_C4,1.000,42,0.815,1.000,0.013,0
,Q300_R49_C5,0.929,28,0.912,1.000,0.412,0
,Q300_R49_C6,0.960,58,0.814,1.000,0.039,0
,Q300_R49_C7,1.000,35,0.864,1.000,0.322,0
,Q300_R49_C8,1.000,62,0.736,1.000,0.158,0
,Q300_R49_C9,0.955,68,0.808,1.000,0.422,0
,Q300_R49_C10,0.972,3,0.874,1.000,0.380,0
,Q300_R50_C1,0.947,136,0.911,1.000,0.391,0
,Q300_R50_C2,0.927,39,0.933,0.979,0.196,0
,Q300_R50_C3,0.971,4,0.900,1.000,0.005,0
,Q300_R50_C4,0.958,38,0.748,1.000,0.091,0
,Q300_R50_C5,0.949,54,0.892,1.000,0.215,0
,Q300_R50_C6,0.968,439,0.943,1.000,0.372,0
,Q300_R50_C7,0.903,9,0.894,1.000,0.219,0
,Q300_R50_C8,0.984,924,0.908,1.000,-0.117,0
,Q300_R50_C9,1.000,28,0.766,1.000,-0.094,0
,Q300_R50_C10,0.955,67,0.776,1.000,0.196,0
,Q300_R54_C1,0.902,120,0.917,1.000,0.237,0
,Q300_R54_C2,0.976,23,0.906,1.000,0.353,0
,Q300_R54_C3,0.935,13,0.932,1.000,0.415,0
,Q300_R54_C4,0.926,265,0.895,1.000,0.050,0
,Q300_R54_C5,0.946,574,0.939,1.000,0.245,0
,Q300_R54_C6,0.952,67,0.921,1.000,0.149,0
